"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active Waves"
"04/12/2025 19:56:18:235 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","wave-pause","wave-duration","[step]","battle-outcome","total-infantry-crossed","total-infantry-casualties / 10","total-infantry-used","ticks"
"1433","true","true","Waves","10 Shortest Bridges","80","140","609","Victory","4500","860","4470","609"
"1404","true","true","Waves","10 Shortest Bridges","60","270","1980","Retreat","3400","4530","7580","1980"
"1431","true","true","Waves","10 Shortest Bridges","80","120","759","Victory","4700","1090","4780","759"
"1438","true","true","Waves","10 Shortest Bridges","80","190","234","Victory","4500","310","2000","234"
"1441","true","true","Waves","10 Shortest Bridges","80","220","177","Victory","4500","150","1910","177"
"1439","true","true","Waves","10 Shortest Bridges","80","200","448","Victory","4600","780","3930","448"
"1442","true","true","Waves","10 Shortest Bridges","80","230","215","Victory","4500","250","2250","215"
"1446","true","true","Waves","10 Shortest Bridges","80","270","173","Victory","4500","120","1840","173"
"1445","true","true","Waves","10 Shortest Bridges","80","260","221","Victory","4500","280","2340","221"
"1414","true","true","Waves","10 Shortest Bridges","70","160","1782","Victory","4500","3240","6560","1782"
"1448","true","true","Waves","10 Shortest Bridges","80","290","175","Victory","4500","190","1850","175"
"1403","true","true","Waves","10 Shortest Bridges","60","260","2120","Retreat","3400","4510","7740","2120"
"1443","true","true","Waves","10 Shortest Bridges","80","240","460","Victory","4500","680","4030","460"
"1444","true","true","Waves","10 Shortest Bridges","80","250","473","Victory","4700","690","4150","473"
"1424","true","true","Waves","10 Shortest Bridges","70","260","1481","Victory","4600","2590","6050","1481"
"1416","true","true","Waves","10 Shortest Bridges","70","180","1651","Victory","4500","3030","6330","1651"
"1453","true","true","Waves","10 Shortest Bridges","90","130","174","Victory","4700","130","1360","174"
"1451","true","true","Waves","10 Shortest Bridges","90","110","376","Victory","4500","540","2360","376"
"1455","true","true","Waves","10 Shortest Bridges","90","150","167","Victory","4500","180","1550","167"
"1457","true","true","Waves","10 Shortest Bridges","90","170","416","Victory","4700","480","3400","416"
"1454","true","true","Waves","10 Shortest Bridges","90","140","628","Victory","4800","910","4400","628"
"1440","true","true","Waves","10 Shortest Bridges","80","210","1014","Victory","4600","1880","5490","1014"
"1456","true","true","Waves","10 Shortest Bridges","90","160","916","Victory","4500","1410","5580","916"
"1430","true","true","Waves","10 Shortest Bridges","80","110","1677","Victory","4500","2470","6150","1677"
"1461","true","true","Waves","10 Shortest Bridges","90","210","519","Victory","4500","940","4400","519"
"1423","true","true","Waves","10 Shortest Bridges","70","250","2180","Retreat","4300","4540","8010","2180"
"1463","true","true","Waves","10 Shortest Bridges","90","230","542","Victory","4500","830","4600","542"
"1421","true","true","Waves","10 Shortest Bridges","70","230","2240","Retreat","3900","4530","7710","2240"
"1465","true","true","Waves","10 Shortest Bridges","90","250","310","Victory","4500","520","2610","310"
"1447","true","true","Waves","10 Shortest Bridges","80","280","2340","Retreat","4100","4510","7980","2340"
"1462","true","true","Waves","10 Shortest Bridges","90","220","857","Victory","4500","1360","5480","857"
"1472","true","true","Waves","11 Shortest Bridges","30","110","187","Victory","4500","130","1680","187"
"1459","true","true","Waves","10 Shortest Bridges","90","190","1276","Victory","4700","2150","5610","1276"
"1452","true","true","Waves","10 Shortest Bridges","90","120","1841","Victory","4600","2950","6440","1841"
"1475","true","true","Waves","11 Shortest Bridges","30","140","178","Victory","4500","140","1610","178"
"1466","true","true","Waves","10 Shortest Bridges","90","260","852","Victory","4600","1540","5760","852"
"1460","true","true","Waves","10 Shortest Bridges","90","200","1595","Victory","4600","2690","6550","1595"
"1477","true","true","Waves","11 Shortest Bridges","30","160","169","Victory","4600","140","1730","169"
"1468","true","true","Waves","10 Shortest Bridges","90","280","918","Victory","4600","1700","5780","918"
"1476","true","true","Waves","11 Shortest Bridges","30","150","509","Victory","4500","890","4680","509"
"1437","true","true","Waves","10 Shortest Bridges","80","180","2500","Retreat","3300","4520","7770","2500"
"1480","true","true","Waves","11 Shortest Bridges","30","190","168","Victory","4600","100","1780","168"
"1471","true","true","Waves","11 Shortest Bridges","30","100","1696","Victory","4500","3570","7000","1696"
"1449","true","true","Waves","10 Shortest Bridges","80","300","2140","Retreat","4200","4540","7600","2140"
"1483","true","true","Waves","11 Shortest Bridges","30","220","172","Victory","4500","160","1800","172"
"1429","true","true","Waves","10 Shortest Bridges","80","100","3020","Retreat","0","4510","7500","3020"
"1484","true","true","Waves","11 Shortest Bridges","30","230","453","Victory","4700","680","4500","453"
"1487","true","true","Waves","11 Shortest Bridges","30","260","178","Victory","4500","110","1860","178"
"1473","true","true","Waves","11 Shortest Bridges","30","120","988","Victory","4600","2080","6120","988"
"1486","true","true","Waves","11 Shortest Bridges","30","250","294","Victory","4700","350","2790","294"
"1489","true","true","Waves","11 Shortest Bridges","30","280","263","Victory","4700","370","2790","263"
"1470","true","true","Waves","10 Shortest Bridges","90","300","1319","Victory","4500","2120","5920","1319"
"1479","true","true","Waves","11 Shortest Bridges","30","180","750","Victory","4700","1480","5650","750"
"1464","true","true","Waves","10 Shortest Bridges","90","240","2219","Victory","4500","4220","7310","2219"
"1482","true","true","Waves","11 Shortest Bridges","30","210","959","Victory","4700","1980","5900","959"
"1481","true","true","Waves","11 Shortest Bridges","30","200","1127","Victory","4500","2400","5930","1127"
"1495","true","true","Waves","11 Shortest Bridges","40","130","309","Victory","4500","330","2710","309"
"1488","true","true","Waves","11 Shortest Bridges","30","270","1050","Victory","4500","2190","5620","1050"
"1478","true","true","Waves","11 Shortest Bridges","30","170","1196","Victory","4500","2560","6120","1196"
"1474","true","true","Waves","11 Shortest Bridges","30","130","1454","Victory","4500","3100","6570","1454"
"1458","true","true","Waves","10 Shortest Bridges","90","180","2600","Retreat","3400","4530","7880","2600"
"1496","true","true","Waves","11 Shortest Bridges","40","140","179","Victory","4500","160","1470","179"
"1497","true","true","Waves","11 Shortest Bridges","40","150","170","Victory","4500","160","1540","170"
"1469","true","true","Waves","10 Shortest Bridges","90","290","1834","Victory","4700","3410","7090","1834"
"1502","true","true","Waves","11 Shortest Bridges","40","200","389","Victory","4500","640","3630","389"
"1491","true","true","Waves","11 Shortest Bridges","30","300","924","Victory","4500","2060","5690","924"
"1499","true","true","Waves","11 Shortest Bridges","40","170","783","Victory","4700","1540","5570","783"
"1450","true","true","Waves","10 Shortest Bridges","90","100","3320","Retreat","0","4510","8020","3320"
"1467","true","true","Waves","10 Shortest Bridges","90","270","2400","Retreat","3500","4540","8280","2400"
"1508","true","true","Waves","11 Shortest Bridges","40","260","175","Victory","4500","120","1810","175"
"1501","true","true","Waves","11 Shortest Bridges","40","190","584","Victory","4500","1030","5150","584"
"1511","true","true","Waves","11 Shortest Bridges","40","290","178","Victory","4500","210","1920","178"
"1500","true","true","Waves","11 Shortest Bridges","40","180","636","Victory","4500","1380","5210","636"
"1506","true","true","Waves","11 Shortest Bridges","40","240","249","Victory","4500","340","2480","249"
"1485","true","true","Waves","11 Shortest Bridges","30","240","1519","Victory","4500","3310","6510","1519"
"1507","true","true","Waves","11 Shortest Bridges","40","250","446","Victory","4500","800","4270","446"
"1505","true","true","Waves","11 Shortest Bridges","40","230","686","Victory","4500","1260","5730","686"
"1514","true","true","Waves","11 Shortest Bridges","50","110","339","Victory","4500","570","2530","339"
"1516","true","true","Waves","11 Shortest Bridges","50","130","255","Victory","4500","330","2180","255"
"1512","true","true","Waves","11 Shortest Bridges","40","300","552","Victory","4500","1050","4890","552"
"1494","true","true","Waves","11 Shortest Bridges","40","120","1266","Victory","4500","2610","6370","1266"
"1498","true","true","Waves","11 Shortest Bridges","40","160","1347","Victory","4700","2880","6530","1347"
"1490","true","true","Waves","11 Shortest Bridges","30","290","1590","Victory","4500","3550","7090","1590"
"1504","true","true","Waves","11 Shortest Bridges","40","220","1238","Victory","4500","2500","6250","1238"
"1524","true","true","Waves","11 Shortest Bridges","50","210","170","Victory","4500","160","1770","170"
"1525","true","true","Waves","11 Shortest Bridges","50","220","178","Victory","4500","170","1880","178"
"1509","true","true","Waves","11 Shortest Bridges","40","270","936","Victory","4500","2000","5600","936"
"1515","true","true","Waves","11 Shortest Bridges","50","120","853","Victory","4500","1640","5450","853"
"1520","true","true","Waves","11 Shortest Bridges","50","170","645","Victory","4600","1290","4900","645"
"1528","true","true","Waves","11 Shortest Bridges","50","250","180","Victory","4500","250","1910","180"
"1527","true","true","Waves","11 Shortest Bridges","50","240","501","Victory","4500","830","4710","501"
"1526","true","true","Waves","11 Shortest Bridges","50","230","538","Victory","4600","1080","4710","538"
"1521","true","true","Waves","11 Shortest Bridges","50","180","860","Victory","4500","1620","5380","860"
"1503","true","true","Waves","11 Shortest Bridges","40","210","1802","Victory","4600","3510","7020","1802"
"1513","true","true","Waves","11 Shortest Bridges","50","100","2320","Retreat","2000","4540","7800","2320"
"1517","true","true","Waves","11 Shortest Bridges","50","140","1156","Victory","4500","2220","5940","1156"
"1532","true","true","Waves","11 Shortest Bridges","50","290","246","Victory","4500","330","2590","246"
"1510","true","true","Waves","11 Shortest Bridges","40","280","1418","Victory","4700","2980","6930","1418"
"1519","true","true","Waves","11 Shortest Bridges","50","160","1371","Victory","4500","2810","6030","1371"
"1538","true","true","Waves","11 Shortest Bridges","60","140","376","Victory","4500","540","2910","376"
"1536","true","true","Waves","11 Shortest Bridges","60","120","708","Victory","4500","1150","4850","708"
"1493","true","true","Waves","11 Shortest Bridges","40","110","2119","Victory","4600","4490","8020","2119"
"1535","true","true","Waves","11 Shortest Bridges","60","110","544","Victory","4500","870","3880","544"
"1492","true","true","Waves","11 Shortest Bridges","40","100","2240","Retreat","4200","4590","8400","2240"
"1529","true","true","Waves","11 Shortest Bridges","50","260","773","Victory","4500","1540","5450","773"
"1533","true","true","Waves","11 Shortest Bridges","50","300","572","Victory","4500","1060","4940","572"
"1539","true","true","Waves","11 Shortest Bridges","60","150","595","Victory","4500","1020","4680","595"
"1547","true","true","Waves","11 Shortest Bridges","60","230","179","Victory","4500","170","1880","179"
"1531","true","true","Waves","11 Shortest Bridges","50","280","877","Victory","4500","1880","5630","877"
"1544","true","true","Waves","11 Shortest Bridges","60","200","433","Victory","4600","690","3980","433"
"1541","true","true","Waves","11 Shortest Bridges","60","170","608","Victory","4500","950","4830","608"
"1523","true","true","Waves","11 Shortest Bridges","50","200","1625","Victory","4500","3350","6690","1625"
"1530","true","true","Waves","11 Shortest Bridges","50","270","1140","Victory","4500","2640","6020","1140"
"1518","true","true","Waves","11 Shortest Bridges","50","150","1748","Victory","4800","3910","7470","1748"
"1542","true","true","Waves","11 Shortest Bridges","60","180","1158","Victory","4600","2220","5520","1158"
"1552","true","true","Waves","11 Shortest Bridges","60","280","282","Victory","4500","530","2910","282"
"1556","true","true","Waves","11 Shortest Bridges","70","110","527","Victory","4600","790","3480","527"
"1551","true","true","Waves","11 Shortest Bridges","60","270","501","Victory","4500","870","4590","501"
"1522","true","true","Waves","11 Shortest Bridges","50","190","1831","Victory","4500","3640","7070","1831"
"1545","true","true","Waves","11 Shortest Bridges","60","210","762","Victory","4600","1500","5560","762"
"1553","true","true","Waves","11 Shortest Bridges","60","290","591","Victory","4500","1040","5050","591"
"1550","true","true","Waves","11 Shortest Bridges","60","260","537","Victory","4500","1110","4780","537"
"1546","true","true","Waves","11 Shortest Bridges","60","220","764","Victory","4500","1440","5340","764"
"1537","true","true","Waves","11 Shortest Bridges","60","130","1286","Victory","4500","2300","6040","1286"
"1548","true","true","Waves","11 Shortest Bridges","60","240","854","Victory","4600","1480","5360","854"
"1558","true","true","Waves","11 Shortest Bridges","70","130","579","Victory","4500","800","4160","579"
"1559","true","true","Waves","11 Shortest Bridges","70","140","366","Victory","4500","470","2930","366"
"1549","true","true","Waves","11 Shortest Bridges","60","250","784","Victory","4500","1510","5530","784"
"1557","true","true","Waves","11 Shortest Bridges","70","120","738","Victory","4500","1250","4830","738"
"1566","true","true","Waves","11 Shortest Bridges","70","210","179","Victory","4600","140","1870","179"
"1568","true","true","Waves","11 Shortest Bridges","70","230","174","Victory","4500","120","1850","174"
"1569","true","true","Waves","11 Shortest Bridges","70","240","176","Victory","4500","130","1860","176"
"1573","true","true","Waves","11 Shortest Bridges","70","280","174","Victory","4500","190","1820","174"
"1567","true","true","Waves","11 Shortest Bridges","70","220","741","Victory","4600","1250","5280","741"
"1554","true","true","Waves","11 Shortest Bridges","60","300","986","Victory","4500","1930","5940","986"
"1543","true","true","Waves","11 Shortest Bridges","60","190","1232","Victory","4700","2370","6250","1232"
"1570","true","true","Waves","11 Shortest Bridges","70","250","508","Victory","4500","780","4570","508"
"1571","true","true","Waves","11 Shortest Bridges","70","260","497","Victory","4600","800","4480","497"
"1564","true","true","Waves","11 Shortest Bridges","70","190","697","Victory","4500","1230","5090","697"
"1562","true","true","Waves","11 Shortest Bridges","70","170","876","Victory","4500","1660","5670","876"
"1565","true","true","Waves","11 Shortest Bridges","70","200","718","Victory","4700","1160","5220","718"
"1574","true","true","Waves","11 Shortest Bridges","70","290","336","Victory","4500","550","2990","336"
"1561","true","true","Waves","11 Shortest Bridges","70","160","866","Victory","4500","1500","5360","866"
"1580","true","true","Waves","11 Shortest Bridges","80","140","184","Victory","4500","180","1460","184"
"1582","true","true","Waves","11 Shortest Bridges","80","160","399","Victory","4500","450","3340","399"
"1575","true","true","Waves","11 Shortest Bridges","70","300","893","Victory","4600","1610","5580","893"
"1563","true","true","Waves","11 Shortest Bridges","70","180","965","Victory","4500","1960","6170","965"
"1572","true","true","Waves","11 Shortest Bridges","70","270","837","Victory","4700","1640","5370","837"
"1581","true","true","Waves","11 Shortest Bridges","80","150","621","Victory","4700","970","4690","621"
"1534","true","true","Waves","11 Shortest Bridges","60","100","2320","Retreat","200","4520","7780","2320"
"1584","true","true","Waves","11 Shortest Bridges","80","180","436","Victory","4500","710","3740","436"
"1586","true","true","Waves","11 Shortest Bridges","80","200","174","Victory","4500","100","1870","174"
"1560","true","true","Waves","11 Shortest Bridges","70","150","1258","Victory","4600","2220","5890","1258"
"1540","true","true","Waves","11 Shortest Bridges","60","160","2138","Victory","4700","4400","7820","2138"
"1577","true","true","Waves","11 Shortest Bridges","80","110","926","Victory","4500","1440","5210","926"
"1593","true","true","Waves","11 Shortest Bridges","80","270","311","Victory","4500","450","2810","311"
"1589","true","true","Waves","11 Shortest Bridges","80","230","459","Victory","4500","680","3950","459"
"1587","true","true","Waves","11 Shortest Bridges","80","210","766","Victory","4500","1310","5220","766"
"1590","true","true","Waves","11 Shortest Bridges","80","240","492","Victory","4500","790","4300","492"
"1600","true","true","Waves","11 Shortest Bridges","90","130","177","Victory","4500","140","1390","177"
"1601","true","true","Waves","11 Shortest Bridges","90","140","169","Victory","4500","120","1450","169"
"1595","true","true","Waves","11 Shortest Bridges","80","290","606","Victory","4600","1040","5180","606"
"1602","true","true","Waves","11 Shortest Bridges","90","150","179","Victory","4500","190","1590","179"
"1588","true","true","Waves","11 Shortest Bridges","80","220","800","Victory","4500","1420","5340","800"
"1579","true","true","Waves","11 Shortest Bridges","80","130","1420","Victory","4500","2510","6460","1420"
"1606","true","true","Waves","11 Shortest Bridges","90","190","182","Victory","4600","150","1900","182"
"1599","true","true","Waves","11 Shortest Bridges","90","120","1405","Victory","4500","2000","5570","1405"
"1592","true","true","Waves","11 Shortest Bridges","80","260","913","Victory","4500","1610","5810","913"
"1596","true","true","Waves","11 Shortest Bridges","80","300","697","Victory","4500","1140","5210","697"
"1604","true","true","Waves","11 Shortest Bridges","90","170","443","Victory","4500","700","3500","443"
"1585","true","true","Waves","11 Shortest Bridges","80","190","1236","Victory","4500","2130","5880","1236"
"1578","true","true","Waves","11 Shortest Bridges","80","120","1939","Victory","4600","2910","6880","1939"
"1603","true","true","Waves","11 Shortest Bridges","90","160","650","Victory","4600","1010","4740","650"
"1609","true","true","Waves","11 Shortest Bridges","90","220","176","Victory","4500","80","1870","176"
"1611","true","true","Waves","11 Shortest Bridges","90","240","177","Victory","4600","170","1850","177"
"1608","true","true","Waves","11 Shortest Bridges","90","210","452","Victory","4500","760","3770","452"
"1614","true","true","Waves","11 Shortest Bridges","90","270","177","Victory","4500","120","1850","177"
"1583","true","true","Waves","11 Shortest Bridges","80","170","1644","Victory","4600","2580","5940","1644"
"1555","true","true","Waves","11 Shortest Bridges","70","100","2820","Retreat","0","4540","7790","2820"
"1616","true","true","Waves","11 Shortest Bridges","90","290","277","Victory","4500","420","2940","277"
"1610","true","true","Waves","11 Shortest Bridges","90","230","481","Victory","4600","690","4110","481"
"1613","true","true","Waves","11 Shortest Bridges","90","260","505","Victory","4500","820","4340","505"
"1612","true","true","Waves","11 Shortest Bridges","90","250","508","Victory","4600","790","4370","508"
"1591","true","true","Waves","11 Shortest Bridges","80","250","1490","Victory","4500","2730","6150","1490"
"1620","true","true","Waves","12 Shortest Bridges","30","120","389","Victory","4500","500","3480","389"
"1624","true","true","Waves","12 Shortest Bridges","30","160","228","Victory","4500","200","2090","228"
"1622","true","true","Waves","12 Shortest Bridges","30","140","379","Victory","4500","590","3420","379"
"1615","true","true","Waves","11 Shortest Bridges","90","280","659","Victory","4600","1150","5070","659"
"1607","true","true","Waves","11 Shortest Bridges","90","200","1024","Victory","4700","1820","5580","1024"
"1623","true","true","Waves","12 Shortest Bridges","30","150","494","Victory","4500","850","4460","494"
"1617","true","true","Waves","11 Shortest Bridges","90","300","1325","Victory","4500","2570","6220","1325"
"1594","true","true","Waves","11 Shortest Bridges","80","280","1603","Victory","4700","3130","6770","1603"
"1626","true","true","Waves","12 Shortest Bridges","30","180","417","Victory","4500","590","3810","417"
"1627","true","true","Waves","12 Shortest Bridges","30","190","433","Victory","4500","660","3980","433"
"1598","true","true","Waves","11 Shortest Bridges","90","110","1947","Victory","4500","2780","6630","1947"
"1605","true","true","Waves","11 Shortest Bridges","90","180","1496","Victory","4700","2500","6280","1496"
"1625","true","true","Waves","12 Shortest Bridges","30","170","803","Victory","4500","1390","5560","803"
"1633","true","true","Waves","12 Shortest Bridges","30","250","535","Victory","4500","840","4880","535"
"1576","true","true","Waves","11 Shortest Bridges","80","100","3060","Retreat","0","4540","8130","3060"
"1635","true","true","Waves","12 Shortest Bridges","30","270","385","Victory","4500","530","3720","385"
"1632","true","true","Waves","12 Shortest Bridges","30","240","1040","Victory","4500","2100","6470","1040"
"1634","true","true","Waves","12 Shortest Bridges","30","260","572","Victory","4500","930","4920","572"
"1629","true","true","Waves","12 Shortest Bridges","30","210","763","Victory","4500","1290","5580","763"
"1637","true","true","Waves","12 Shortest Bridges","30","290","378","Victory","4700","590","3630","378"
"1644","true","true","Waves","12 Shortest Bridges","40","150","358","Victory","4500","490","3180","358"
"1645","true","true","Waves","12 Shortest Bridges","40","160","388","Victory","4500","520","3350","388"
"1646","true","true","Waves","12 Shortest Bridges","40","170","237","Victory","4700","190","2080","237"
"1631","true","true","Waves","12 Shortest Bridges","30","230","1361","Victory","4500","2560","6480","1361"
"1597","true","true","Waves","11 Shortest Bridges","90","100","3020","Retreat","0","4570","7880","3020"
"1621","true","true","Waves","12 Shortest Bridges","30","130","1991","Victory","4600","4170","7130","1991"
"1649","true","true","Waves","12 Shortest Bridges","40","200","430","Victory","4600","660","4100","430"
"1630","true","true","Waves","12 Shortest Bridges","30","220","1508","Victory","4600","2910","6700","1508"
"1652","true","true","Waves","12 Shortest Bridges","40","230","209","Victory","4500","250","2270","209"
"1651","true","true","Waves","12 Shortest Bridges","40","220","488","Victory","4500","710","4540","488"
"1618","true","true","Waves","12 Shortest Bridges","30","100","2220","Retreat","1900","4530","7860","2220"
"1636","true","true","Waves","12 Shortest Bridges","30","280","1440","Victory","4500","2870","7360","1440"
"1638","true","true","Waves","12 Shortest Bridges","30","300","1168","Victory","4500","2330","6850","1168"
"1653","true","true","Waves","12 Shortest Bridges","40","240","380","Victory","4600","590","3580","380"
"1642","true","true","Waves","12 Shortest Bridges","40","130","2200","Retreat","4200","4540","8150","2200"
"1619","true","true","Waves","12 Shortest Bridges","30","110","2160","Retreat","2200","4530","8100","2160"
"1659","true","true","Waves","12 Shortest Bridges","40","300","198","Victory","4800","140","2070","198"
"1628","true","true","Waves","12 Shortest Bridges","30","200","1793","Victory","4500","3660","7460","1793"
"1656","true","true","Waves","12 Shortest Bridges","40","270","496","Victory","4700","890","4650","496"
"1654","true","true","Waves","12 Shortest Bridges","40","250","760","Victory","4500","1570","5710","760"
"1657","true","true","Waves","12 Shortest Bridges","40","280","842","Victory","4500","1510","5870","842"
"1647","true","true","Waves","12 Shortest Bridges","40","180","1419","Victory","4500","2690","6790","1419"
"1666","true","true","Waves","12 Shortest Bridges","50","160","200","Victory","4500","150","1690","200"
"1655","true","true","Waves","12 Shortest Bridges","40","260","1102","Victory","4700","2080","6440","1102"
"1658","true","true","Waves","12 Shortest Bridges","40","290","1017","Victory","4500","1880","6210","1017"
"1668","true","true","Waves","12 Shortest Bridges","50","180","237","Victory","4500","250","2000","237"
"1648","true","true","Waves","12 Shortest Bridges","40","190","1543","Victory","4500","3060","7130","1543"
"1640","true","true","Waves","12 Shortest Bridges","40","110","2280","Retreat","0","4510","7240","2280"
"1669","true","true","Waves","12 Shortest Bridges","50","190","403","Victory","4500","500","3690","403"
"1650","true","true","Waves","12 Shortest Bridges","40","210","1458","Victory","4500","2650","7240","1458"
"1643","true","true","Waves","12 Shortest Bridges","40","140","2180","Retreat","4300","4530","8480","2180"
"1639","true","true","Waves","12 Shortest Bridges","40","100","2200","Retreat","0","4530","8450","2200"
"1672","true","true","Waves","12 Shortest Bridges","50","220","193","Victory","4500","170","2040","193"
"1673","true","true","Waves","12 Shortest Bridges","50","230","209","Victory","4500","160","2230","209"
"1671","true","true","Waves","12 Shortest Bridges","50","210","443","Victory","4700","630","4170","443"
"1641","true","true","Waves","12 Shortest Bridges","40","120","2220","Retreat","3100","4520","8100","2220"
"1660","true","true","Waves","12 Shortest Bridges","50","100","2400","Retreat","2900","4520","8310","2400"
"1674","true","true","Waves","12 Shortest Bridges","50","240","579","Victory","4700","850","4740","579"
"1676","true","true","Waves","12 Shortest Bridges","50","260","516","Victory","4600","880","4700","516"
"1675","true","true","Waves","12 Shortest Bridges","50","250","545","Victory","4600","860","4850","545"
"1677","true","true","Waves","12 Shortest Bridges","50","270","572","Victory","4500","920","4930","572"
"1678","true","true","Waves","12 Shortest Bridges","50","280","614","Victory","4700","890","5070","614"
"1680","true","true","Waves","12 Shortest Bridges","50","300","759","Victory","4600","1310","5480","759"
"1682","true","true","Waves","12 Shortest Bridges","60","110","1458","Victory","4500","2280","6260","1458"
"1665","true","true","Waves","12 Shortest Bridges","50","150","1982","Victory","4500","3870","7750","1982"
"1662","true","true","Waves","12 Shortest Bridges","50","120","2260","Retreat","0","4520","8150","2260"
"1690","true","true","Waves","12 Shortest Bridges","60","190","446","Victory","4600","580","4010","446"
"1687","true","true","Waves","12 Shortest Bridges","60","160","840","Victory","4500","1540","5570","840"
"1692","true","true","Waves","12 Shortest Bridges","60","210","202","Victory","4700","70","2100","202"
"1691","true","true","Waves","12 Shortest Bridges","60","200","494","Victory","4700","690","4170","494"
"1661","true","true","Waves","12 Shortest Bridges","50","110","2420","Retreat","2800","4520","8200","2420"
"1664","true","true","Waves","12 Shortest Bridges","50","140","2440","Retreat","3600","4520","8050","2440"
"1695","true","true","Waves","12 Shortest Bridges","60","240","261","Victory","4500","360","2500","261"
"1663","true","true","Waves","12 Shortest Bridges","50","130","2380","Retreat","4300","4520","8570","2380"
"1697","true","true","Waves","12 Shortest Bridges","60","260","199","Victory","4700","110","2150","199"
"1698","true","true","Waves","12 Shortest Bridges","60","270","203","Victory","4600","180","2110","203"
"1688","true","true","Waves","12 Shortest Bridges","60","170","1132","Victory","4500","1950","6470","1132"
"1689","true","true","Waves","12 Shortest Bridges","60","180","1626","Victory","4500","2960","6730","1626"
"1696","true","true","Waves","12 Shortest Bridges","60","250","419","Victory","4500","480","3770","419"
"1699","true","true","Waves","12 Shortest Bridges","60","280","202","Victory","4500","130","2090","202"
"1700","true","true","Waves","12 Shortest Bridges","60","290","214","Victory","4500","200","2250","214"
"1679","true","true","Waves","12 Shortest Bridges","50","290","1967","Victory","4500","3860","7670","1967"
"1693","true","true","Waves","12 Shortest Bridges","60","220","770","Victory","4600","1300","5370","770"
"1685","true","true","Waves","12 Shortest Bridges","60","140","1649","Victory","4500","2990","6800","1649"
"1670","true","true","Waves","12 Shortest Bridges","50","200","2194","Victory","4600","4280","8410","2194"
"1667","true","true","Waves","12 Shortest Bridges","50","170","2320","Retreat","3300","4530","8730","2320"
"1683","true","true","Waves","12 Shortest Bridges","60","120","2500","Retreat","2400","4560","8270","2500"
"1694","true","true","Waves","12 Shortest Bridges","60","230","1550","Victory","4500","2830","7190","1550"
"1701","true","true","Waves","12 Shortest Bridges","60","300","1041","Victory","4700","1910","5930","1041"
"1710","true","true","Waves","12 Shortest Bridges","70","180","705","Victory","4500","990","5000","705"
"1681","true","true","Waves","12 Shortest Bridges","60","100","2400","Retreat","2600","4550","8540","2400"
"1709","true","true","Waves","12 Shortest Bridges","70","170","930","Victory","4600","1370","5530","930"
"1707","true","true","Waves","12 Shortest Bridges","70","150","1096","Victory","4700","2070","5920","1096"
"1684","true","true","Waves","12 Shortest Bridges","60","130","2480","Retreat","3900","4550","8300","2480"
"1716","true","true","Waves","12 Shortest Bridges","70","240","202","Victory","4500","190","2140","202"
"1708","true","true","Waves","12 Shortest Bridges","70","160","1011","Victory","4600","1760","6160","1011"
"1719","true","true","Waves","12 Shortest Bridges","70","270","211","Victory","4500","220","2200","211"
"1715","true","true","Waves","12 Shortest Bridges","70","230","502","Victory","4500","840","4450","502"
"1686","true","true","Waves","12 Shortest Bridges","60","150","2440","Retreat","2500","4540","7820","2440"
"1703","true","true","Waves","12 Shortest Bridges","70","110","2640","Retreat","0","4510","7960","2640"
"1717","true","true","Waves","12 Shortest Bridges","70","250","494","Victory","4500","750","4390","494"
"1722","true","true","Waves","12 Shortest Bridges","70","300","282","Victory","4500","420","2900","282"
"1713","true","true","Waves","12 Shortest Bridges","70","210","1030","Victory","4700","1620","5870","1030"
"1712","true","true","Waves","12 Shortest Bridges","70","200","1309","Victory","4500","2080","6140","1309"
"1720","true","true","Waves","12 Shortest Bridges","70","280","881","Victory","4500","1560","6240","881"
"1711","true","true","Waves","12 Shortest Bridges","70","190","1489","Victory","4700","2730","6880","1489"
"1730","true","true","Waves","12 Shortest Bridges","80","170","203","Victory","4500","140","1760","203"
"1714","true","true","Waves","12 Shortest Bridges","70","220","1643","Victory","4600","2900","6500","1643"
"1702","true","true","Waves","12 Shortest Bridges","70","100","2720","Retreat","4000","4550","7710","2720"
"1732","true","true","Waves","12 Shortest Bridges","80","190","507","Victory","4500","660","4010","507"
"1733","true","true","Waves","12 Shortest Bridges","80","200","206","Victory","4500","150","2120","206"
"1706","true","true","Waves","12 Shortest Bridges","70","140","2520","Retreat","4400","4550","8430","2520"
"1734","true","true","Waves","12 Shortest Bridges","80","210","195","Victory","4500","140","2040","195"
"1704","true","true","Waves","12 Shortest Bridges","70","120","2620","Retreat","0","4540","7960","2620"
"1725","true","true","Waves","12 Shortest Bridges","80","120","2760","Retreat","0","4520","7720","2760"
"1705","true","true","Waves","12 Shortest Bridges","70","130","2600","Retreat","300","4570","7850","2600"
"1736","true","true","Waves","12 Shortest Bridges","80","230","570","Victory","4500","900","4670","570"
"1731","true","true","Waves","12 Shortest Bridges","80","180","967","Victory","4500","1700","5840","967"
"1721","true","true","Waves","12 Shortest Bridges","70","290","1775","Victory","4500","3270","7460","1775"
